"playerid","age_first_game","age_last_game","career_length"
"handlle01","22 years 9 mons 2 days","34 years 2 mons 15 days","11 years 5 mons 13 days"
"jenseja01","23 years 1 mon 9 days","34 years 6 mons 23 days","11 years 5 mons 13 days"
"linebsc01","23 years 8 mons 11 days","35 years 1 mon 24 days","11 years 5 mons 13 days"
"marisro01","22 years 7 mons 6 days","34 years 19 days","11 years 5 mons 13 days"
"martibi02","21 years 11 mons 2 days","33 years 4 mons 16 days","11 years 5 mons 13 days"
"ringji01","22 years 1 mon 26 days","33 years 7 mons 11 days","11 years 5 mons 13 days"
"gelbech01","23 years 2 mons 21 days","34 years 8 mons 2 days","11 years 5 mons 12 days"
"hughero01","24 years 3 mons 5 days","35 years 8 mons 17 days","11 years 5 mons 12 days"
"huntro01","22 years 1 mon 21 days","33 years 7 mons 5 days","11 years 5 mons 12 days"
"powelra01","24 years 4 mons 26 days","35 years 10 mons 8 days","11 years 5 mons 12 days"
"snyderu01","24 years 9 mons 26 days","36 years 3 mons 8 days","11 years 5 mons 12 days"
"berrycl01","24 years 2 mons 8 days","35 years 7 mons 18 days","11 years 5 mons 11 days"
"briggjo02","20 years 1 mon 7 days","31 years 6 mons 18 days","11 years 5 mons 11 days"
"bucheji01","23 years 25 days","34 years 6 mons 5 days","11 years 5 mons 11 days"
"rawlesh01","22 years 8 mons 10 days","34 years 1 mon 21 days","11 years 5 mons 11 days"
"thomato02","26 years 3 mons 25 days","37 years 9 mons 4 days","11 years 5 mons 10 days"
"allenbe01","22 years 11 mons 24 days","34 years 5 mons 3 days","11 years 5 mons 9 days"
"dolanco01","22 years 4 mons 23 days","33 years 10 mons 2 days","11 years 5 mons 9 days"
"ferrito01","26 years 3 mons 13 days","37 years 8 mons 22 days","11 years 5 mons 9 days"
"berrera01","26 years 7 mons 24 days","38 years 30 days","11 years 5 mons 6 days"
"bishoma01","24 years 7 mons 10 days","36 years 16 days","11 years 5 mons 6 days"
"hendrel01","27 years 3 mons 22 days","38 years 8 mons 28 days","11 years 5 mons 6 days"
"hollial01","27 years 1 mon 20 days","38 years 6 mons 26 days","11 years 5 mons 6 days"
"shawje01","23 years 9 mons 23 days","35 years 2 mons 30 days","11 years 5 mons 6 days"
"hollato01","22 years 5 days","33 years 5 mons 10 days","11 years 5 mons 5 days"
"tuckemi01","23 years 10 mons 1 day","35 years 3 mons 6 days","11 years 5 mons 5 days"
"bakopa01","25 years 10 mons 10 days","37 years 3 mons 14 days","11 years 5 mons 4 days"
"conlege01","21 years 5 mons 7 days","32 years 10 mons 11 days","11 years 5 mons 4 days"
"johnsdo03","20 years 5 mons 8 days","31 years 10 mons 12 days","11 years 5 mons 4 days"
"smithea02","22 years 2 mons 10 days","33 years 7 mons 14 days","11 years 5 mons 4 days"
"wiltsho01","24 years 7 mons 14 days","36 years 18 days","11 years 5 mons 4 days"
"chrisma01","24 years 5 mons 30 days","35 years 11 mons 2 days","11 years 5 mons 3 days"
"cliftha01","21 years 8 mons 5 days","33 years 1 mon 8 days","11 years 5 mons 3 days"
"palicer01","17 years 2 mons 12 days","28 years 7 mons 15 days","11 years 5 mons 3 days"
"usherbo01","21 years 1 mon 15 days","32 years 6 mons 18 days","11 years 5 mons 3 days"
"blaehge01","21 years 2 mons 25 days","32 years 7 mons 27 days","11 years 5 mons 2 days"
"clappjo01","20 years 9 mons 11 days","32 years 2 mons 13 days","11 years 5 mons 2 days"
"guzmacr01","21 years 16 days","32 years 5 mons 18 days","11 years 5 mons 2 days"
"hornujo01","21 years 10 mons 19 days","33 years 3 mons 21 days","11 years 5 mons 2 days"
"isbelfr01","22 years 8 mons 11 days","34 years 1 mon 13 days","11 years 5 mons 2 days"
"dalrycl01","23 years 4 mons 21 days","34 years 9 mons 22 days","11 years 5 mons 1 day"
"langery01","22 years 2 mons 8 days","33 years 7 mons 9 days","11 years 5 mons 1 day"
"randajo01","25 years 4 mons 12 days","36 years 9 mons 14 days","11 years 5 mons 1 day"
"stubbfr01","23 years 6 mons 7 days","34 years 11 mons 8 days","11 years 5 mons 1 day"
"williwa02","20 years 4 mons 2 days","31 years 9 mons 3 days","11 years 5 mons 1 day"
"ethiean01","24 years 22 days","35 years 5 mons 21 days","11 years 4 mons 30 days"
"kennebr01","24 years 6 mons 19 days","35 years 11 mons 19 days","11 years 5 mons"
"litwhda01","23 years 7 mons 25 days","35 years 25 days","11 years 5 mons"
"melilsk01","26 years 8 mons 14 days","38 years 1 mon 14 days","11 years 5 mons"
"bellda01","22 years 7 mons 19 days","34 years 17 days","11 years 4 mons 29 days"
"kerrjo01","24 years 5 mons 5 days","35 years 10 mons 4 days","11 years 4 mons 29 days"
"moonwa01","24 years 10 days","35 years 5 mons 9 days","11 years 4 mons 29 days"
"radkebr01","22 years 6 mons 2 days","33 years 11 mons 1 day","11 years 4 mons 29 days"
"siebeso01","27 years 3 mons 12 days","38 years 8 mons 11 days","11 years 4 mons 29 days"
"lowntu01","26 years 10 mons 25 days","38 years 3 mons 23 days","11 years 4 mons 28 days"
"pinedmi01","22 years 2 mons 18 days","33 years 7 mons 16 days","11 years 4 mons 28 days"
"radfopa01","21 years 6 mons 18 days","32 years 11 mons 15 days","11 years 4 mons 28 days"
"wrighge01","24 years 3 mons 8 days","35 years 8 mons 5 days","11 years 4 mons 28 days"
"wrighta01","26 years 8 mons 8 days","38 years 1 mon 6 days","11 years 4 mons 28 days"
"grzenjo01","23 years 10 mons 18 days","35 years 3 mons 15 days","11 years 4 mons 27 days"
"saltaja01","22 years","33 years 4 mons 27 days","11 years 4 mons 27 days"
"striccu01","22 years 10 mons 24 days","34 years 3 mons 21 days","11 years 4 mons 27 days"
"fitzged01","23 years 10 mons 29 days","35 years 3 mons 25 days","11 years 4 mons 26 days"
"nixonru01","22 years 2 mons 1 day","33 years 6 mons 25 days","11 years 4 mons 26 days"
"oanapr01","24 years 3 mons","35 years 7 mons 27 days","11 years 4 mons 26 days"
"perezpa01","22 years 11 mons 21 days","34 years 4 mons 16 days","11 years 4 mons 26 days"
"henshro01","21 years 8 mons 17 days","33 years 1 mon 12 days","11 years 4 mons 25 days"
"philled01","23 years 2 mons 15 days","34 years 7 mons 12 days","11 years 4 mons 25 days"
"ruizca01","27 years 3 mons 15 days","38 years 8 mons 8 days","11 years 4 mons 24 days"
"whitnpi01","23 years 3 mons 9 days","34 years 8 mons 3 days","11 years 4 mons 24 days"
"lopated01","25 years 10 mons 9 days","37 years 3 mons 2 days","11 years 4 mons 23 days"
"donnech01","25 years 16 days","36 years 5 mons 8 days","11 years 4 mons 22 days"
"smithfr03","24 years 5 mons 25 days","35 years 10 mons 16 days","11 years 4 mons 21 days"
"beltbr01","22 years 11 mons 11 days","34 years 4 mons","11 years 4 mons 20 days"
"freesge02","21 years 3 mons 5 days","32 years 7 mons 26 days","11 years 4 mons 20 days"
"puckeki01","24 years 1 mon 25 days","35 years 6 mons 14 days","11 years 4 mons 20 days"
"padgedo01","25 years 4 mons 18 days","36 years 9 mons 7 days","11 years 4 mons 19 days"
"gosgeji01","20 years 5 mons 28 days","31 years 10 mons 16 days","11 years 4 mons 18 days"
"lopezhe01","25 years 10 mons 4 days","37 years 2 mons 22 days","11 years 4 mons 18 days"
"aardsda01","22 years 3 mons 10 days","33 years 7 mons 27 days","11 years 4 mons 17 days"
"dahlgba01","22 years 10 mons 1 day","34 years 2 mons 18 days","11 years 4 mons 17 days"
"flackma01","24 years 2 mons 11 days","35 years 6 mons 26 days","11 years 4 mons 17 days"
"rodrife01","22 years 8 mons 4 days","34 years 21 days","11 years 4 mons 17 days"
"aybarer01","22 years 4 mons 2 days","33 years 8 mons 18 days","11 years 4 mons 16 days"
"hermadu01","22 years 4 mons 18 days","33 years 9 mons 3 days","11 years 4 mons 16 days"
"reilljo01","21 years 7 mons 13 days","32 years 11 mons 29 days","11 years 4 mons 16 days"
"bagbyji01","22 years 6 mons 17 days","33 years 11 mons 2 days","11 years 4 mons 15 days"
"oeschjo01","21 years 10 mons 28 days","33 years 3 mons 13 days","11 years 4 mons 15 days"
"purcebl01","25 years 1 mon 16 days","36 years 6 mons","11 years 4 mons 15 days"
"rebouje01","28 years 12 days","39 years 4 mons 27 days","11 years 4 mons 15 days"
"spillda01","22 years 5 mons 24 days","33 years 10 mons 8 days","11 years 4 mons 15 days"
"aldrivi01","23 years 5 mons 21 days","34 years 10 mons 4 days","11 years 4 mons 14 days"
"mahompa01","21 years 8 mons 3 days","33 years 17 days","11 years 4 mons 14 days"
"torrean02","24 years 2 mons 12 days","35 years 6 mons 26 days","11 years 4 mons 14 days"
"hitchbi01","25 years 8 mons 14 days","37 years 27 days","11 years 4 mons 13 days"
"mordemi01","26 years 4 mons 26 days","37 years 9 mons 8 days","11 years 4 mons 13 days"
"mosebll01","20 years 6 mons 19 days","31 years 11 mons 1 day","11 years 4 mons 13 days"
"newcodo01","22 years 11 mons 6 days","34 years 3 mons 17 days","11 years 4 mons 12 days"
"brandja01","21 years 11 mons 23 days","33 years 4 mons 4 days","11 years 4 mons 11 days"
"napolmi01","24 years 6 mons 4 days","35 years 10 mons 14 days","11 years 4 mons 10 days"
"smithal03","26 years 6 mons 24 days","37 years 11 mons 3 days","11 years 4 mons 10 days"
"baeched01","18 years 11 mons 9 days","30 years 3 mons 19 days","11 years 4 mons 9 days"
"calhoko01","24 years 7 mons 8 days","35 years 11 mons 16 days","11 years 4 mons 8 days"
"grimsro02","21 years 4 mons 9 days","32 years 8 mons 17 days","11 years 4 mons 8 days"
"hendrha01","25 years 5 mons 11 days","36 years 9 mons 19 days","11 years 4 mons 8 days"
"lugoju01","24 years 4 mons 29 days","35 years 9 mons 7 days","11 years 4 mons 8 days"
"riosal01","23 years 3 mons 9 days","34 years 7 mons 14 days","11 years 4 mons 8 days"
"bohanbr01","21 years 8 mons 9 days","33 years 16 days","11 years 4 mons 7 days"
"colliri01","24 years 1 mon 22 days","35 years 6 mons","11 years 4 mons 7 days"
"nunamle01","22 years 3 mons 3 days","33 years 7 mons 11 days","11 years 4 mons 7 days"
"hayesvo01","22 years 7 mons 14 days","33 years 11 mons 19 days","11 years 4 mons 5 days"
"lawva01","23 years 8 mons","35 years 5 days","11 years 4 mons 5 days"
"burrepa01","23 years 7 mons 14 days","34 years 11 mons 18 days","11 years 4 mons 4 days"
"dinnebi01","22 years 17 days","33 years 4 mons 21 days","11 years 4 mons 4 days"
"johnske05","23 years 3 mons 7 days","34 years 7 mons 8 days","11 years 4 mons 4 days"
"mcdowro01","24 years 3 mons 21 days","35 years 7 mons 24 days","11 years 4 mons 3 days"
"pagnoto01","24 years 8 mons 13 days","36 years 16 days","11 years 4 mons 3 days"
"penabr01","23 years 4 mons 16 days","34 years 8 mons 19 days","11 years 4 mons 3 days"
"wangch01","25 years 30 days","36 years 4 mons 30 days","11 years 4 mons"
"toddal01","30 years 3 mons 18 days","41 years 7 mons 17 days","11 years 3 mons 29 days"
"foulkke01","24 years 7 mons 2 days","35 years 10 mons 30 days","11 years 3 mons 28 days"
"wardpr01","20 years 8 mons 27 days","32 years 25 days","11 years 3 mons 28 days"
"batisto01","22 years 5 mons 25 days","33 years 9 mons 21 days","11 years 3 mons 27 days"
"critzhu01","23 years 8 mons 14 days","35 years 10 days","11 years 3 mons 27 days"
"loesbi01","20 years 5 mons 5 days","31 years 9 mons 1 day","11 years 3 mons 27 days"
"ramoswi01","22 years 8 mons 23 days","34 years 19 days","11 years 3 mons 27 days"
"wietema01","23 years 8 days","34 years 4 mons 4 days","11 years 3 mons 27 days"
"mcquige01","22 years 7 days","33 years 4 mons","11 years 3 mons 24 days"
"hamilst01","26 years 4 mons 23 days","37 years 8 mons 16 days","11 years 3 mons 23 days"
"bassan01","23 years 7 mons 12 days","34 years 11 mons 4 days","11 years 3 mons 22 days"
"whitnar01","22 years 3 mons 16 days","33 years 7 mons 6 days","11 years 3 mons 21 days"
"brownma01","26 years","37 years 3 mons 20 days","11 years 3 mons 20 days"
"jonesni01","20 years 11 mons 10 days","32 years 3 mons","11 years 3 mons 20 days"
"wettejo01","22 years 9 mons 10 days","34 years 30 days","11 years 3 mons 20 days"
"nevinph01","24 years 4 mons 23 days","35 years 8 mons 10 days","11 years 3 mons 18 days"
"wardpi01","16 years 1 mon 26 days","27 years 5 mons 14 days","11 years 3 mons 18 days"
"hodgero01","23 years 11 mons 21 days","35 years 3 mons 8 days","11 years 3 mons 17 days"
"murrare01","22 years 3 mons 12 days","33 years 6 mons 30 days","11 years 3 mons 17 days"
"sorenla01","21 years 8 mons 3 days","32 years 11 mons 20 days","11 years 3 mons 17 days"
"jeffcha01","23 years 7 mons 14 days","34 years 11 mons","11 years 3 mons 16 days"
"valdeis01","20 years 9 mons 25 days","32 years 1 mon 11 days","11 years 3 mons 16 days"
"blairwi01","24 years 3 mons 24 days","35 years 7 mons 8 days","11 years 3 mons 15 days"
"frasoja01","26 years 8 mons 7 days","37 years 11 mons 23 days","11 years 3 mons 15 days"
"odeake01","22 years 1 mon 5 days","33 years 4 mons 21 days","11 years 3 mons 15 days"
"handbr01","21 years 2 mons 18 days","32 years 6 mons","11 years 3 mons 13 days"
"washbja01","23 years 9 mons 20 days","35 years 1 mon 2 days","11 years 3 mons 13 days"
"bressed01","24 years 1 mon 12 days","35 years 4 mons 24 days","11 years 3 mons 12 days"
"gallayo01","21 years 3 mons 19 days","32 years 7 mons 3 days","11 years 3 mons 12 days"
"hendest01","24 years 6 mons 28 days","35 years 10 mons 10 days","11 years 3 mons 12 days"
"hugheph01","20 years 10 mons 2 days","32 years 1 mon 14 days","11 years 3 mons 12 days"
"morrobr01","22 years 8 mons 8 days","33 years 11 mons 20 days","11 years 3 mons 12 days"
"ponsosi01","21 years 5 mons 17 days","32 years 8 mons 29 days","11 years 3 mons 12 days"
"bellga01","21 years 6 mons 14 days","32 years 9 mons 25 days","11 years 3 mons 11 days"
"ellisdo01","23 years 3 mons 7 days","34 years 6 mons 18 days","11 years 3 mons 11 days"
"dentbu01","21 years 6 mons 6 days","32 years 9 mons 16 days","11 years 3 mons 10 days"
"wagnele01","24 years 1 mon 9 days","35 years 4 mons 20 days","11 years 3 mons 10 days"
"wilsoja02","23 years 3 mons 5 days","34 years 6 mons 15 days","11 years 3 mons 10 days"
"arrieja01","24 years 3 mons 4 days","35 years 6 mons 13 days","11 years 3 mons 9 days"
"koufasa01","19 years 5 mons 25 days","30 years 9 mons 3 days","11 years 3 mons 8 days"
"moffira01","23 years 7 mons 29 days","34 years 11 mons 6 days","11 years 3 mons 8 days"
"magnami01","25 years 10 mons 5 days","37 years 1 mon 12 days","11 years 3 mons 7 days"
"radboch01","25 years 4 mons 25 days","36 years 8 mons","11 years 3 mons 6 days"
"corsiji01","26 years 9 mons 19 days","38 years 24 days","11 years 3 mons 5 days"
"leskacu01","25 years 2 mons 25 days","36 years 6 mons","11 years 3 mons 5 days"
"popovpa01","23 years 8 mons 1 day","34 years 11 mons 3 days","11 years 3 mons 2 days"
"dubucje01","19 years 9 mons 10 days","31 years 11 days","11 years 3 mons 1 day"
"wellsed01","23 years 9 days","34 years 3 mons 10 days","11 years 3 mons 1 day"
"stovage01","26 years 7 mons 11 days","37 years 10 mons 10 days","11 years 2 mons 30 days"
"zimmedo01","23 years 5 mons 16 days","34 years 8 mons 16 days","11 years 3 mons"
"scarbra01","24 years 11 mons 3 days","36 years 2 mons 2 days","11 years 2 mons 29 days"
"wilsobo02","25 years 20 days","36 years 3 mons 19 days","11 years 2 mons 29 days"
"mechegi01","20 years 9 mons 28 days","32 years 25 days","11 years 2 mons 28 days"
"podsesc01","25 years 3 mons 19 days","36 years 6 mons 16 days","11 years 2 mons 28 days"
"rolfere01","22 years 8 mons 12 days","33 years 11 mons 10 days","11 years 2 mons 28 days"
"willimi03","23 years 11 mons 1 day","35 years 1 mon 30 days","11 years 2 mons 28 days"
"laryly01","23 years 3 mons 14 days","34 years 6 mons 10 days","11 years 2 mons 27 days"
"delocik01","22 years 5 mons 6 days","33 years 8 mons 2 days","11 years 2 mons 26 days"
"francje02","21 years 5 mons 30 days","32 years 8 mons 25 days","11 years 2 mons 26 days"
"hinsker01","24 years 7 mons 27 days","35 years 10 mons 22 days","11 years 2 mons 26 days"
"leffecr01","25 years 6 mons 8 days","36 years 9 mons 4 days","11 years 2 mons 26 days"
"paglimi01","24 years 3 mons 23 days","35 years 6 mons 17 days","11 years 2 mons 25 days"
"smithal04","25 years 5 mons 3 days","36 years 7 mons 26 days","11 years 2 mons 25 days"
"bannial01","22 years 10 mons 10 days","34 years 1 mon 3 days","11 years 2 mons 24 days"
"brownla01","23 years 4 mons 5 days","34 years 6 mons 28 days","11 years 2 mons 23 days"
"janvrha01","18 years 10 mons 13 days","30 years 1 mon 5 days","11 years 2 mons 23 days"
"miltoer01","22 years 8 mons 1 day","33 years 10 mons 23 days","11 years 2 mons 22 days"
"widgech01","24 years 1 mon 2 days","35 years 3 mons 25 days","11 years 2 mons 22 days"
"cadargr01","25 years 4 mons 6 days","36 years 6 mons 27 days","11 years 2 mons 21 days"
"esterdu01","22 years 10 mons 22 days","34 years 1 mon 13 days","11 years 2 mons 21 days"
"pelfrmi01","22 years 5 mons 25 days","33 years 8 mons 15 days","11 years 2 mons 21 days"
"richbla01","23 years 6 mons 17 days","34 years 9 mons 7 days","11 years 2 mons 21 days"
"brookto01","25 years 11 mons","37 years 1 mon 20 days","11 years 2 mons 20 days"
"mccaski01","24 years 22 days","35 years 3 mons 11 days","11 years 2 mons 19 days"
"roebued01","23 years 9 mons 15 days","35 years 4 days","11 years 2 mons 19 days"
"witasja01","23 years 10 mons 10 days","35 years 29 days","11 years 2 mons 19 days"
"chiriro01","27 years 1 mon 13 days","38 years 4 mons","11 years 2 mons 18 days"
"garcida01","21 years 4 mons 17 days","32 years 7 mons 5 days","11 years 2 mons 18 days"
"serafda01","22 years 5 mons","33 years 7 mons 19 days","11 years 2 mons 18 days"
"belleal01","22 years 10 mons 21 days","34 years 1 mon 7 days","11 years 2 mons 17 days"
"fothebo01","24 years 8 mons 2 days","35 years 10 mons 20 days","11 years 2 mons 17 days"
"leitema01","27 years 3 mons 11 days","38 years 5 mons 24 days","11 years 2 mons 14 days"
